1446724932 0 0 0 0 1
1446725003 0 0 0 0 2
1447326856 0 0 0 1 2
1447327057 0 0 0 2 2
1447327726 0 0 0 3 2
1447327953 0 0 0 4 2
1447329152 0 0 0 5 2
1447329400 0 0 0 6 2
1447891317 0 0 0 7 2
1447941738 1 0 1 7 2
1448712905 2 0 1 7 2
1448728371 3 0 1 7 2
1448793500 4 0 1 7 2
1448796754 5 0 1 7 2
1449067718 6 0 1 7 2
1449071115 7 0 1 7 2
1449141383 8 0 1 7 2
1449332305 8 1 1 7 2
1449332852 8 2 1 7 2
1449748893 9 2 1 7 2
1449749841 9 3 1 7 2
1449753262 9 4 1 7 2
1449753696 9 5 1 7 2
1449753955 9 6 1 7 2
1449754116 10 6 1 7 2
1449754562 11 6 1 7 2
1449754606 12 6 1 7 2
1449754717 13 6 1 7 2
1449758208 14 6 1 7 2
1449758283 14 7 1 7 2
1449758810 14 8 1 7 2
1449763010 15 8 1 7 2
1449842435 16 8 1 7 2
1449940255 16 8 2 7 2
1449940532 16 8 3 7 2
1449943402 16 8 4 7 2
1449944216 17 8 4 7 2
1449945630 18 8 4 7 2
1449945673 19 8 4 7 2
1449951756 19 8 5 7 2
1450021801 19 8 6 7 2
1450031241 20 8 6 7 2
1450041738 21 8 6 7 2
1450050363 22 8 6 7 2
1450056593 23 8 6 7 2
1450099457 24 8 6 7 2
1450101946 24 8 7 7 2
1450102098 24 8 8 7 2
1450102110 24 8 9 7 2
1450102250 24 8 10 7 2
1450102541 25 8 10 7 2
1450104285 26 8 10 7 2
1450104626 27 8 10 7 2
1450104783 27 8 11 7 2
1450106382 27 8 12 7 2
1450107599 27 9 12 7 2
1450109705 27 9 13 7 2
1450118289 28 9 13 7 2
1450120622 29 9 13 7 2
1450137413 30 9 13 7 2
1450137890 31 9 13 7 2
1450184342 31 9 14 7 2
1450185102 31 10 14 7 2
1450185985 32 10 14 7 2
1450188219 33 10 14 7 2
1450189695 34 10 14 7 2
1450190609 35 10 14 7 2
1450193567 36 10 14 7 2
1450194778 37 10 14 7 2
1450269219 38 10 14 7 2
1450270314 39 10 14 7 2
1450283714 40 10 14 7 2
1450301909 40 11 14 7 2
1450302169 40 12 14 7 2
1450349048 40 12 15 7 2
1450452604 41 12 15 7 2
1450522023 41 13 15 7 2
1450522116 41 14 15 7 2
1450626046 42 14 15 7 2
1451838597 43 14 15 7 2
1451851151 44 14 15 7 2
1451907074 45 14 15 7 2
1451907581 46 14 15 7 2
1451926663 47 14 15 7 2
1452015606 47 15 15 7 2
1452016273 47 16 15 7 2
1452021816 47 17 15 7 2
1452172743 47 18 15 7 2
