1446724932 0 0 0 0 369
1446725003 0 0 0 0 372
1447326856 0 0 0 1187 372
1447327057 0 0 0 1188 372
1447327726 0 0 0 1188 372
1447327953 0 0 0 1189 372
1447329152 0 0 0 1192 372
1447329400 0 0 0 1197 372
1447891317 0 0 0 1236 372
1447941738 7 0 2 1236 372
1448712905 211 0 2 1236 372
1448728371 412 0 2 1236 372
1448793500 431 0 2 1236 372
1448796754 468 0 2 1236 372
1449067718 551 0 2 1236 372
1449071115 634 0 2 1236 372
1449141383 637 0 2 1236 372
1449332305 637 21 2 1236 372
1449332852 637 120 2 1236 372
1449748893 666 120 2 1236 372
1449749841 666 307 2 1236 372
1449753262 666 313 2 1236 372
1449753696 666 318 2 1236 372
1449753955 666 319 2 1236 372
1449754116 677 319 2 1236 372
1449754562 696 319 2 1236 372
1449754606 697 319 2 1236 372
1449754717 698 319 2 1236 372
1449758208 727 319 2 1236 372
1449758283 727 361 2 1236 372
1449758810 727 369 2 1236 372
1449763010 739 369 2 1236 372
1449842435 1230 369 2 1236 372
1449940255 1230 369 129 1236 372
1449940532 1230 369 130 1236 372
1449943402 1230 369 132 1236 372
1449944216 1829 369 132 1236 372
1449945630 1835 369 132 1236 372
1449945673 1835 369 132 1236 372
1449951756 1835 369 161 1236 372
1450021801 1835 369 177 1236 372
1450031241 2151 369 177 1236 372
1450041738 2151 369 177 1236 372
1450050363 2153 369 177 1236 372
1450056593 2406 369 177 1236 372
1450099457 2524 369 177 1236 372
1450101946 2524 369 229 1236 372
1450102098 2524 369 229 1236 372
1450102110 2524 369 233 1236 372
1450102250 2524 369 234 1236 372
1450102541 2641 369 234 1236 372
1450104285 2670 369 234 1236 372
1450104626 2672 369 234 1236 372
1450104783 2672 369 246 1236 372
1450106382 2672 369 278 1236 372
1450107599 2672 380 278 1236 372
1450109705 2672 380 280 1236 372
1450118289 2706 380 280 1236 372
1450120622 2808 380 280 1236 372
1450137413 3005 380 280 1236 372
1450137890 3014 380 280 1236 372
1450184342 3014 380 349 1236 372
1450185102 3014 387 349 1236 372
1450185985 3226 387 349 1236 372
1450188219 3271 387 349 1236 372
1450189695 3281 387 349 1236 372
1450190609 3295 387 349 1236 372
1450193567 3314 387 349 1236 372
1450194778 3382 387 349 1236 372
1450269219 3405 387 349 1236 372
1450270314 3445 387 349 1236 372
1450283714 3612 387 349 1236 372
1450301909 3612 401 349 1236 372
1450302169 3612 412 349 1236 372
1450349048 3612 412 354 1236 372
1450452604 3661 412 354 1236 372
1450522023 3661 426 354 1236 372
1450522116 3661 426 354 1236 372
1450626046 3763 426 354 1236 372
1451838597 4241 426 354 1236 372
1451851151 4462 426 354 1236 372
1451907074 4499 426 354 1236 372
1451907581 4503 426 354 1236 372
1451926663 4507 426 354 1236 372
1452015606 4507 506 354 1236 372
1452016273 4507 506 354 1236 372
1452021816 4507 510 354 1236 372
1452172743 4507 510 354 1236 372
